,resource,type,resource_attributes,ts,values
327846,5.948095306408936e+17,process,"[param-workhorse, 191, 2, kworker/11:1H-events_highpri, , , , root, linux, param-workhorse]",1714642226000,"[0.0, 0.0, 0.0015614528187520085, 0.043333333333333335, 0.0, 0.0]"
327847,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, , , linux, 191, 2, , root, param-workhorse, param-workhorse]",1714642231000,"[0.0, 0.0, 0.0015605169723242388, 0.043333333333333335, 0.0, 0.0]"
327848,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, , 191, 2, param-workhorse, linux, root, , param-workhorse, ]",1714642236000,"[0.0, 0.0, 0.0015595815129285518, 0.043333333333333335, 0.0, 0.0]"
327849,5.948095306408936e+17,process,"[root, param-workhorse, 2, 191, kworker/11:1H-events_highpri, , param-workhorse, linux, , ]",1714642241000,"[0.0, 0.0, 0.001558645669699542, 0.043333333333333335, 0.0, 0.0]"
327850,5.948095306408936e+17,process,"[param-workhorse, kworker/11:1H-kblockd, , root, linux, , , 191, 2, param-workhorse]",1714642246000,"[0.0, 0.0, 0.0015577127301731528, 0.043333333333333335, 0.0, 0.0]"
327851,5.948095306408936e+17,process,"[param-workhorse, 2, , , param-workhorse, , root, linux, kworker/11:1H-kblockd, 191]",1714642251000,"[0.0, 0.0, 0.0015567825932292563, 0.043333333333333335, 0.0, 0.0]"
327852,5.948095306408936e+17,process,"[, , param-workhorse, linux, 2, kworker/11:1H-events_highpri, , param-workhorse, 191, root]",1714642256000,"[0.0, 0.0, 0.0015558477166726296, 0.043333333333333335, 0.0, 0.0]"
327853,5.948095306408936e+17,process,"[, , root, param-workhorse, 2, kworker/11:1H-events_highpri, linux, param-workhorse, 191, ]",1714642261000,"[0.0, 0.0, 0.0015549177472412067, 0.043333333333333335, 0.0, 0.0]"
327854,5.948095306408936e+17,process,"[, 191, , linux, , root, param-workhorse, 2, param-workhorse, kworker/11:1H-events_highpri]",1714642266000,"[0.0, 0.0, 0.0015539871850142326, 0.043333333333333335, 0.0, 0.0]"
327855,5.948095306408936e+17,process,"[kworker/11:1H-kblockd, , param-workhorse, 2, linux, 191, root, , , param-workhorse]",1714642271000,"[0.0, 0.0, 0.0016725013469790976, 0.04666666666666667, 0.0, 0.0]"
327856,5.948095306408936e+17,process,"[191, 2, root, linux, kworker/11:1H-events_highpri, , , , param-workhorse, param-workhorse]",1714642276000,"[0.0, 0.0, 0.0016715213931948036, 0.04666666666666667, 0.0, 0.0]"
327857,5.948095306408936e+17,process,"[2, kworker/11:1H-kblockd, , param-workhorse, , root, 191, linux, , param-workhorse]",1714642281000,"[0.0, 0.0, 0.001670524170419418, 0.04666666666666667, 0.0, 0.0]"
327858,5.948095306408936e+17,process,"[191, kworker/11:1H-events_highpri, param-workhorse, root, param-workhorse, , linux, 2, , ]",1714642286000,"[0.0, 0.0, 0.001669534301222605, 0.04666666666666667, 0.0, 0.0]"
327859,5.948095306408936e+17,process,"[, , 2, kworker/11:1H-events_highpri, , param-workhorse, linux, 191, root, param-workhorse]",1714642291000,"[0.0, 0.0, 0.00166852789461508, 0.04666666666666667, 0.0, 0.0]"
327860,5.948095306408936e+17,process,"[, 191, param-workhorse, param-workhorse, , root, linux, kworker/11:1H-events_highpri, , 2]",1714642296000,"[0.0, 0.0, 0.001667546337940862, 0.04666666666666667, 0.0, 0.0]"
327861,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, , , param-workhorse, 191, param-workhorse, root, linux, 2, ]",1714642301000,"[0.0, 0.0, 0.0016665503441012732, 0.04666666666666667, 0.0, 0.0]"
327862,5.948095306408936e+17,process,"[191, kworker/11:1H-events_highpri, , param-workhorse, param-workhorse, , linux, root, 2, ]",1714642306000,"[0.0, 0.0, 0.0016655579669051616, 0.04666666666666667, 0.0, 0.0]"
327863,5.948095306408936e+17,process,"[2, param-workhorse, , 191, , root, param-workhorse, linux, kworker/11:1H-events_highpri, ]",1714642311000,"[0.0, 0.0, 0.0016645659499424845, 0.04666666666666667, 0.0, 0.0]"
327864,5.948095306408936e+17,process,"[, , param-workhorse, param-workhorse, 191, 2, kworker/11:1H-events_highpri, , root, linux]",1714642316000,"[0.0, 0.0, 0.0016635852139436115, 0.04666666666666667, 0.0, 0.0]"
327865,5.948095306408936e+17,process,"[, , param-workhorse, 191, 2, linux, kworker/11:1H-events_highpri, root, param-workhorse, ]",1714642321000,"[0.0, 0.0, 0.0016625932966138613, 0.04666666666666667, 0.0, 0.0]"
327866,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, root, 191, param-workhorse, , 2, , , linux, param-workhorse]",1714642326000,"[0.0, 0.0, 0.0016616050900077205, 0.04666666666666667, 0.0, 0.0]"
327867,5.948095306408936e+17,process,"[, param-workhorse, 191, param-workhorse, linux, 2, kworker/11:1H-events_highpri, , , root]",1714642331000,"[0.0, 0.0, 0.0016606210406978357, 0.04666666666666667, 0.0, 0.0]"
327868,5.948095306408936e+17,process,"[191, 2, , param-workhorse, param-workhorse, kworker/11:1H-kblockd, , root, , linux]",1714642336000,"[0.0, 0.0, 0.0016596386682671983, 0.04666666666666667, 0.0, 0.0]"
327869,5.948095306408936e+17,process,"[linux, kworker/11:1H-events_highpri, 2, , , , param-workhorse, root, param-workhorse, 191]",1714642341000,"[0.0, 0.0, 0.0016586531983278, 0.04666666666666667, 0.0, 0.0]"
327870,5.948095306408936e+17,process,"[, kworker/11:1H-events_highpri, , 2, param-workhorse, 191, root, , param-workhorse, linux]",1714642346000,"[0.0, 0.0, 0.0016576726380345607, 0.04666666666666667, 0.0, 0.0]"
327871,5.948095306408936e+17,process,"[, root, linux, 191, kworker/11:1H-events_highpri, , 2, , param-workhorse, param-workhorse]",1714642351000,"[0.0, 0.0, 0.001656692510032408, 0.04666666666666667, 0.0, 0.0]"
327872,5.948095306408936e+17,process,"[, , param-workhorse, param-workhorse, 191, 2, kworker/11:1H-events_highpri, , root, linux]",1714642356000,"[0.0, 0.0, 0.0016557123691087045, 0.04666666666666667, 0.0, 0.0]"
327873,5.948095306408936e+17,process,"[191, kworker/11:1H-events_highpri, linux, 2, param-workhorse, , root, param-workhorse, , ]",1714642361000,"[0.0, 0.0, 0.0016547284217836582, 0.04666666666666667, 0.0, 0.0]"
327874,5.948095306408936e+17,process,"[191, 2, kworker/11:1H-events_highpri, , linux, root, param-workhorse, , param-workhorse, ]",1714642366000,"[0.0, 0.0, 0.0016537543362919586, 0.04666666666666667, 0.0, 0.0]"
327875,5.948095306408936e+17,process,"[, , linux, root, 191, , 2, kworker/11:1H-events_highpri, param-workhorse, param-workhorse]",1714642371000,"[0.0, 0.0, 0.0016527810228480727, 0.04666666666666667, 0.0, 0.0]"
327876,5.948095306408936e+17,process,"[, root, param-workhorse, 2, , linux, param-workhorse, 191, kworker/11:1H-events_highpri, ]",1714642376000,"[0.0, 0.0, 0.001651804790280623, 0.04666666666666667, 0.0, 0.0]"
327877,5.948095306408936e+17,process,"[191, root, param-workhorse, , , kworker/11:1H-kblockd, param-workhorse, linux, 2, ]",1714642381000,"[0.0, 0.0, 0.0016508332999137282, 0.04666666666666667, 0.0, 0.0]"
327878,5.948095306408936e+17,process,"[param-workhorse, , kworker/11:1H-events_highpri, , , root, param-workhorse, linux, 191, 2]",1714642386000,"[0.0, 0.0, 0.001649861993336939, 0.04666666666666667, 0.0, 0.0]"
327879,5.948095306408936e+17,process,"[, kworker/11:1H-events_highpri, root, linux, , , param-workhorse, 191, param-workhorse, 2]",1714642391000,"[0.0, 0.0, 0.0016488865263296806, 0.04666666666666667, 0.0, 0.0]"
327880,5.948095306408936e+17,process,"[linux, 191, , root, , param-workhorse, 2, , param-workhorse, kworker/11:1H-events_highpri]",1714642396000,"[0.0, 0.0, 0.0016479121368662144, 0.04666666666666667, 0.0, 0.0]"
327881,5.948095306408936e+17,process,"[param-workhorse, root, param-workhorse, 191, kworker/11:1H-events_highpri, 2, linux, , , ]",1714642401000,"[0.0, 0.0, 0.0016469493969317253, 0.04666666666666667, 0.0, 0.0]"
327882,5.948095306408936e+17,process,"[2, , linux, kworker/11:1H-events_highpri, , param-workhorse, 191, , root, param-workhorse]",1714642406000,"[0.0, 0.0, 0.001645979399130075, 0.04666666666666667, 0.0, 0.0]"
327883,5.948095306408936e+17,process,"[linux, param-workhorse, root, 2, 191, , param-workhorse, kworker/11:1H-events_highpri, , ]",1714642411000,"[0.0, 0.0, 0.0016450140414064707, 0.04666666666666667, 0.0, 0.0]"
327884,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, root, linux, 191, , param-workhorse, param-workhorse, , 2, ]",1714642416000,"[0.0, 0.0, 0.0016440440370703766, 0.04666666666666667, 0.0, 0.0]"
327885,5.948095306408936e+17,process,"[linux, kworker/11:1H-events_highpri, , , param-workhorse, root, 191, , 2, param-workhorse]",1714642421000,"[0.0, 0.0, 0.001643081674810176, 0.04666666666666667, 0.0, 0.0]"
327886,5.948095306408936e+17,process,"[191, root, param-workhorse, , , param-workhorse, , kworker/11:1H-events_highpri, linux, 2]",1714642426000,"[0.0, 0.0, 0.0016421130742186039, 0.04666666666666667, 0.0, 0.0]"
327887,5.948095306408936e+17,process,"[, , param-workhorse, linux, kworker/11:1H-events_highpri, 2, 191, param-workhorse, , root]",1714642431000,"[0.0, 0.0, 0.0016411560184394953, 0.04666666666666667, 0.0, 0.0]"
327888,5.948095306408936e+17,process,"[param-workhorse, , param-workhorse, 2, , root, linux, 191, kworker/11:1H-events_highpri, ]",1714642436000,"[0.0, 0.0, 0.0016401903276558028, 0.04666666666666667, 0.0, 0.0]"
327889,5.948095306408936e+17,process,"[root, linux, , , param-workhorse, 2, , param-workhorse, 191, kworker/11:1H-events_highpri]",1714642441000,"[0.0, 0.0, 0.0016392300641260842, 0.04666666666666667, 0.0, 0.0]"
327890,5.948095306408936e+17,process,"[kworker/11:1H-kblockd, linux, , , param-workhorse, 191, root, param-workhorse, 2, ]",1714642446000,"[0.0, 0.0, 0.0016382728702331955, 0.04666666666666667, 0.0, 0.0]"
327891,5.948095306408936e+17,process,"[root, linux, param-workhorse, 2, , , param-workhorse, 191, kworker/11:1H-events_highpri, ]",1714642451000,"[0.0, 0.0, 0.0016373108350105625, 0.04666666666666667, 0.0, 0.0]"
327892,5.948095306408936e+17,process,"[, 191, linux, param-workhorse, 2, , root, param-workhorse, kworker/11:1H-events_highpri, ]",1714642456000,"[0.0, 0.0, 0.0016363606454542507, 0.04666666666666667, 0.0, 0.0]"
327893,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, , root, param-workhorse, , 191, 2, , linux, param-workhorse]",1714642461000,"[0.0, 0.0, 0.0016353982783409943, 0.04666666666666667, 0.0, 0.0]"
327894,5.948095306408936e+17,process,"[, , linux, , 191, 2, param-workhorse, kworker/11:1H-events_highpri, root, param-workhorse]",1714642466000,"[0.0, 0.0, 0.001751193193569112, 0.049999999999999996, 0.0, 0.0]"
327895,5.948095306408936e+17,process,"[191, , param-workhorse, root, linux, kworker/11:1H-events_highpri, , 2, , param-workhorse]",1714642471000,"[0.0, 0.0, 0.0017501666875715859, 0.049999999999999996, 0.0, 0.0]"
327896,5.948095306408936e+17,process,"[, param-workhorse, , 191, kworker/11:1H-events_highpri, , linux, 2, param-workhorse, root]",1714642476000,"[0.0, 0.0, 0.0017491488854001502, 0.049999999999999996, 0.0, 0.0]"
327897,5.948095306408936e+17,process,"[root, , param-workhorse, 191, , , kworker/11:1H-events_highpri, param-workhorse, linux, 2]",1714642481000,"[0.0, 0.0, 0.0017481281257801322, 0.049999999999999996, 0.0, 0.0]"
327898,5.948095306408936e+17,process,"[2, root, linux, , param-workhorse, , , 191, kworker/11:1H-events_highpri, param-workhorse]",1714642486000,"[0.0, 0.0, 0.0017471103166285258, 0.049999999999999996, 0.0, 0.0]"
327899,5.948095306408936e+17,process,"[param-workhorse, , root, param-workhorse, , , kworker/11:1H-events_highpri, linux, 191, 2]",1714642491000,"[0.0, 0.0, 0.0017460420707558588, 0.049999999999999996, 0.0, 0.0]"
327900,5.948095306408936e+17,process,"[, param-workhorse, linux, 2, 191, root, , param-workhorse, kworker/11:1H-events_highpri, ]",1714642496000,"[0.0, 0.0, 0.001745029532898678, 0.049999999999999996, 0.0, 0.0]"
327901,5.948095306408936e+17,process,"[, root, param-workhorse, linux, 191, 2, kworker/11:1H-events_highpri, , , param-workhorse]",1714642501000,"[0.0, 0.0, 0.0017440686599347777, 0.049999999999999996, 0.0, 0.0]"
327902,5.948095306408936e+17,process,"[, param-workhorse, 2, kworker/11:1H-events_highpri, linux, 191, , root, param-workhorse, ]",1714642506000,"[0.0, 0.0, 0.0017430574145020675, 0.049999999999999996, 0.0, 0.0]"
327903,5.948095306408936e+17,process,"[root, param-workhorse, 2, kworker/11:1H-events_highpri, , , param-workhorse, 191, , linux]",1714642511000,"[0.0, 0.0, 0.0017420354110387842, 0.049999999999999996, 0.0, 0.0]"
327904,5.948095306408936e+17,process,"[191, kworker/11:1H-events_highpri, , 2, , root, param-workhorse, , param-workhorse, linux]",1714642516000,"[0.0, 0.0, 0.0017410335061344448, 0.049999999999999996, 0.0, 0.0]"
327905,5.948095306408936e+17,process,"[root, param-workhorse, , , param-workhorse, linux, , kworker/11:1H-events_highpri, 191, 2]",1714642521000,"[0.0, 0.0, 0.0017400192484109181, 0.049999999999999996, 0.0, 0.0]"
327906,5.948095306408936e+17,process,"[191, 2, , linux, param-workhorse, , param-workhorse, root, kworker/11:1H-kblockd, ]",1714642526000,"[0.0, 0.0, 0.0017390140474283463, 0.049999999999999996, 0.0, 0.0]"
327907,5.948095306408936e+17,process,"[kworker/11:1H-events_highpri, , , , root, param-workhorse, param-workhorse, linux, 191, 2]",1714642531000,"[0.0, 0.0, 0.0017380055913731466, 0.049999999999999996, 0.0, 0.0]"
327908,5.948095306408936e+17,process,"[linux, 191, param-workhorse, 2, kworker/11:1H-events_highpri, root, param-workhorse, , , ]",1714642536000,"[0.0, 0.0, 0.0017370000621408329, 0.049999999999999996, 0.0, 0.0]"
327909,5.948095306408936e+17,process,"[, , root, 2, kworker/11:1H-events_highpri, param-workhorse, param-workhorse, 191, , linux]",1714642541000,"[0.0, 0.0, 0.0017359972513154407, 0.049999999999999996, 0.0, 0.0]"
327910,5.948095306408936e+17,process,"[linux, param-workhorse, 2, kworker/11:1H-events_highpri, , , , 191, root, param-workhorse]",1714642546000,"[0.0, 0.0, 0.0017349922124286308, 0.049999999999999996, 0.0, 0.0]"
327911,5.948095306408936e+17,process,"[, kworker/11:1H-events_highpri, , linux, param-workhorse, 191, param-workhorse, 2, , root]",1714642551000,"[0.0, 0.0, 0.0017339882808710208, 0.049999999999999996, 0.0, 0.0]"
327912,5.948095306408936e+17,process,"[linux, kworker/11:1H-events_highpri, , , root, 191, 2, param-workhorse, param-workhorse, ]",1714642556000,"[0.0, 0.0, 0.0017329898070189865, 0.049999999999999996, 0.0, 0.0]"
327913,5.948095306408936e+17,process,"[root, linux, 191, , param-workhorse, param-workhorse, , 2, kworker/11:1H-events_highpri, ]",1714642561000,"[0.0, 0.0, 0.0017319858493158183, 0.049999999999999996, 0.0, 0.0]"
327914,5.948095306408936e+17,process,"[, root, linux, 191, param-workhorse, param-workhorse, , kworker/11:1H-events_highpri, , 2]",1714642566000,"[0.0, 0.0, 0.0017309847144927103, 0.049999999999999996, 0.0, 0.0]"
327915,5.948095306408936e+17,process,"[param-workhorse, param-workhorse, linux, , , , 2, kworker/11:1H-events_highpri, root, 191]",1714642571000,"[0.0, 0.0, 0.0017299882178878887, 0.049999999999999996, 0.0, 0.0]"
327916,5.948095306408936e+17,process,"[, param-workhorse, linux, kworker/11:1H-events_highpri, , , root, param-workhorse, 191, 2]",1714642576000,"[0.0, 0.0, 0.0017289922797166883, 0.049999999999999996, 0.0, 0.0]"
327917,5.948095306408936e+17,process,"[, param-workhorse, 2, , 191, kworker/11:1H-events_highpri, linux, , param-workhorse, root]",1714642581000,"[0.0, 0.0, 0.0017279929683841715, 0.049999999999999996, 0.0, 0.0]"
327918,5.948095306408936e+17,process,"[root, param-workhorse, , , param-workhorse, 191, kworker/11:1H-events_highpri, , 2, linux]",1714642586000,"[0.0, 0.0, 0.0017270003310513532, 0.049999999999999996, 0.0, 0.0]"
327919,5.948095306408936e+17,process,"[, 2, root, param-workhorse, 191, , linux, kworker/11:1H-events_highpri, , param-workhorse]",1714642591000,"[0.0, 0.0, 0.0017260096113698238, 0.049999999999999996, 0.0, 0.0]"
327920,5.948095306408936e+17,process,"[param-workhorse, linux, root, param-workhorse, kworker/11:1H-events_highpri, , , , 191, 2]",1714642596000,"[0.0, 0.0, 0.0017250164643640728, 0.049999999999999996, 0.0, 0.0]"
327921,5.948095306408936e+17,process,"[linux, param-workhorse, 191, , , , root, param-workhorse, 2, kworker/11:1H-events_highpri]",1714642601000,"[0.0, 0.0, 0.0017240213517779207, 0.049999999999999996, 0.0, 0.0]"
327922,5.948095306408936e+17,process,"[, param-workhorse, 191, root, linux, 2, , , param-workhorse, kworker/11:1H-events_highpri]",1714642606000,"[0.0, 0.0, 0.0017230304664103153, 0.049999999999999996, 0.0, 0.0]"
327923,5.948095306408936e+17,process,"[191, , linux, param-workhorse, root, , param-workhorse, 2, kworker/11:1H-kblockd, ]",1714642611000,"[0.0, 0.0, 0.0017220452847470204, 0.049999999999999996, 0.0, 0.0]"
327924,5.948095306408936e+17,process,"[param-workhorse, 191, , , , root, param-workhorse, 2, kworker/11:1H-events_highpri, linux]",1714642616000,"[0.0, 0.0, 0.0017210573637018228, 0.049999999999999996, 0.0, 0.0]"
327925,5.948095306408936e+17,process,"[param-workhorse, 191, kworker/11:1H-events_highpri, , linux, , , root, param-workhorse, 2]",1714642621000,"[0.0, 0.0, 0.00172006954441358, 0.049999999999999996, 0.0, 0.0]"
327926,5.948095306408936e+17,process,"[root, param-workhorse, linux, 191, param-workhorse, kworker/11:1H-events_highpri, , , , 2]",1714642626000,"[0.0, 0.0, 0.0017190818040085016, 0.049999999999999996, 0.0, 0.0]"
327927,5.948095306408936e+17,process,"[, , root, linux, 2, , param-workhorse, param-workhorse, 191, kworker/11:1H-events_highpri]",1714642631000,"[0.0, 0.0, 0.0017180961761191112, 0.049999999999999996, 0.0, 0.0]"
327928,5.948095306408936e+17,process,"[param-workhorse, , param-workhorse, 191, 2, kworker/11:1H-events_highpri, , root, , linux]",1714642636000,"[0.0, 0.0, 0.0017171181592452775, 0.049999999999999996, 0.0, 0.0]"
327929,5.948095306408936e+17,process,"[, kworker/11:1H-events_highpri, , 191, 2, param-workhorse, , linux, root, param-workhorse]",1714642641000,"[0.0, 0.0, 0.0017161333232945932, 0.049999999999999996, 0.0, 0.0]"
327930,5.948095306408936e+17,process,"[, param-workhorse, 2, linux, 191, kworker/11:1H-events_highpri, , root, , param-workhorse]",1714642646000,"[0.0, 0.0, 0.001829495649672562, 0.05333333333333334, 0.0, 0.0]"
327931,5.948095306408936e+17,process,"[root, param-workhorse, , param-workhorse, 191, 2, kworker/11:1H-events_highpri, , , linux]",1714642651000,"[0.0, 0.0, 0.0018284524489181329, 0.05333333333333334, 0.0, 0.0]"
327932,5.948095306408936e+17,process,"[, root, param-workhorse, kworker/11:1H-events_highpri, , param-workhorse, 191, 2, , linux]",1714642656000,"[0.0, 0.0, 0.0018274083363439724, 0.05333333333333334, 0.0, 0.0]"
327933,5.948095306408936e+17,process,"[191, , , 2, param-workhorse, linux, param-workhorse, kworker/11:1H-events_highpri, , root]",1714642661000,"[0.0, 0.0, 0.0018263631946566614, 0.05333333333333334, 0.0, 0.0]"
327934,5.948095306408936e+17,process,"[linux, 2, , , param-workhorse, 191, root, kworker/11:1H-events_highpri, param-workhorse, ]",1714642666000,"[0.0, 0.0, 0.0018253132287360339, 0.05333333333333334, 0.0, 0.0]"
327935,5.948095306408936e+17,process,"[191, 2, linux, kworker/11:1H-events_highpri, , , , param-workhorse, root, param-workhorse]",1714642671000,"[0.0, 0.0, 0.0018242756142541252, 0.05333333333333334, 0.0, 0.0]"
327936,5.948095306408936e+17,process,"[linux, 2, , root, param-workhorse, kworker/11:1H-events_highpri, , , 191, param-workhorse]",1714642676000,"[0.0, 0.0, 0.0018232393801504013, 0.05333333333333334, 0.0, 0.0]"
327937,5.948095306408936e+17,process,"[, 191, , param-workhorse, kworker/11:1H-kblockd, linux, 2, , param-workhorse, root]",1714642681000,"[0.0, 0.0, 0.0018222030039725867, 0.05333333333333334, 0.0, 0.0]"
